Date,IBM,AWSHX,FXAIX,FPBFX,FBND,FBNDX,FIPDX,FMCSX,FOCPX,FPADX,FSGGX,FSSMX,FTBFX,FSSNX,FTHRX,FTGQX,FXNAX,WSHFX
2014-10-20,107.111542,21.645643,55.658672,15.009519,38.208916,6.277142,7.843031,16.495615,4.386416,7.911699,9.220041,17.660286,8.091285,11.823234,8.913732,9.303832,9.321101,21.602224
2014-10-21,103.393387,22.000401,56.745499,15.145278,38.223293,6.277142,7.819166,16.843733,4.483402,7.943861,9.313647,18.021166,8.083775,12.019908,8.913732,9.526043,9.313182,21.957247
2014-10-22,102.481216,21.828398,56.34206,15.123556,38.202873,6.269247,7.819166,16.63397,4.441007,7.919739,9.266846,17.803495,8.083775,11.845923,8.905646,9.429429,9.305264,21.779741
2014-10-23,102.728264,22.081026,57.033672,15.221305,38.172619,6.261349,7.787346,16.816959,4.509535,7.911699,9.344847,18.015442,8.068748,12.057731,8.889463,9.588842,9.281505,22.032557
2014-10-24,102.664909,22.269154,57.437111,15.259316,38.096966,6.261349,7.787346,16.928535,4.518247,7.935822,9.36825,18.107094,8.068748,12.080423,8.889463,9.670962,9.289419,22.220818
2014-10-27,102.531898,22.231535,57.346546,15.221305,38.202873,6.261349,7.787346,16.883905,4.524635,7.863458,9.329247,18.078451,8.068748,12.072859,8.897557,9.66613,9.289419,22.188553
2014-10-28,103.627747,22.484161,58.02993,15.373354,38.14151,6.253452,7.779391,17.120447,4.616975,8.032305,9.454053,18.38205,8.068748,12.413259,8.889463,9.854526,9.281505,22.435984
2014-10-29,103.539055,22.484161,57.955826,15.367925,38.065746,6.245558,7.771437,17.062429,4.588518,8.048386,9.430654,18.341953,8.053722,12.383,8.873289,9.849696,9.265665,22.441359
2014-10-30,104.102798,22.640038,58.318096,15.433088,38.106644,6.245558,7.771437,17.147224,4.626266,8.112707,9.469654,18.462248,8.061232,12.488905,8.873289,9.898002,9.265665,22.591972
2014-10-31,104.134453,22.88192,59.009712,15.704608,38.020283,6.259009,7.772235,17.348066,4.721509,8.185072,9.59446,18.674192,8.074035,12.678016,8.882199,10.018768,9.285506,22.834038
2014-11-03,104.109108,22.855045,59.001488,15.644873,38.043011,6.259009,7.764279,17.321289,4.72906,8.15291,9.516457,18.685648,8.074035,12.640193,8.8741,10.004275,9.277576,22.80714
2014-11-04,103.025955,22.785168,58.836811,15.655733,38.103626,6.251096,7.764279,17.218639,4.72906,8.144869,9.469654,18.599726,8.066504,12.594805,8.8741,9.980123,9.277576,22.737202
2014-11-05,102.500229,22.908796,59.190865,15.519973,38.053619,6.251096,7.772235,17.281122,4.697118,8.080548,9.485255,18.697104,8.066504,12.609935,8.8741,10.033261,9.277576,22.860928
2014-11-06,102.972176,22.994802,59.429626,15.460239,37.952091,6.243183,7.764279,17.361458,4.711637,7.984064,9.422852,18.811672,8.058974,12.662887,8.865994,10.134704,9.261698,22.946991
2014-11-07,103.361206,23.005545,59.46257,15.433088,37.989983,6.259009,7.804057,17.334675,4.714541,7.992101,9.438454,18.78303,8.074035,12.678016,8.882199,10.067076,9.293443,22.952375
2014-11-10,104.266808,23.048553,59.651932,15.530837,37.959667,6.243183,7.780187,17.3927,4.749387,8.040345,9.485255,18.851768,8.058974,12.746095,8.8741,10.091228,9.269632,23.000784
2014-11-11,104.145668,23.075428,59.693096,15.601431,38.035442,6.243183,7.772235,17.415009,4.780166,8.032305,9.532058,18.863226,8.058974,12.753659,8.865994,10.091228,9.261698,23.027678
2014-11-12,103.265533,23.059303,59.668419,15.596,38.04528,6.243183,7.764279,17.4284,4.781327,8.032305,9.477453,18.880411,8.058974,12.821741,8.865994,10.067076,9.261698,23.011539
2014-11-13,103.820396,23.091551,59.70134,15.63401,37.964222,6.251096,7.756323,17.370382,4.780746,8.016225,9.493055,18.794491,8.058974,12.708272,8.8741,10.018768,9.269632,23.043812
2014-11-14,104.694122,23.102295,59.726036,15.666597,38.020283,6.251096,7.772235,17.3927,4.784812,8.040345,9.524257,18.78303,8.066504,12.693143,8.8741,10.013939,9.277576,23.049196
2014-11-17,104.694122,23.09693,59.775429,15.460239,37.967232,6.243183,7.748371,17.397161,4.756936,7.967983,9.477453,18.760117,8.058974,12.587241,8.8741,9.984955,9.269632,23.049196
2014-11-18,103.246422,23.182932,60.088314,15.487392,38.035442,6.243183,7.756323,17.486422,4.78365,7.992101,9.555459,18.851768,8.058974,12.65532,8.8741,10.067076,9.269632,23.135258
2014-11-19,102.953049,23.177555,60.005974,15.384216,38.035442,6.235271,7.724504,17.432865,4.737771,8.008183,9.539857,18.78303,8.043916,12.519162,8.865994,10.023599,9.261698,23.129885
2014-11-20,102.449203,23.231312,60.129467,15.329912,38.043011,6.243183,7.740415,17.517662,4.766809,8.016225,9.516457,18.874685,8.051442,12.65532,8.865994,10.018768,9.269632,23.178291
2014-11-21,102.627777,23.338808,60.450588,15.405936,38.065746,6.251096,7.764279,17.57122,4.788296,8.16899,9.617862,18.98925,8.066504,12.678016,8.8741,10.086397,9.285506,23.291258
2014-11-24,103.412209,23.349546,60.623505,15.438519,38.103626,6.259009,7.772235,17.664946,4.830691,8.185072,9.641261,19.092358,8.074035,12.836869,8.882199,10.134704,9.285506,23.296633
2014-11-25,103.163483,23.32806,60.565857,15.367925,38.133945,6.266923,7.780187,17.656021,4.835338,8.16899,9.656865,19.075171,8.081575,12.829303,8.890308,10.139535,9.30138,23.275114
2014-11-26,103.28466,23.397928,60.747005,15.438519,38.209873,6.274836,7.788145,17.691725,4.856245,8.209192,9.695866,19.092358,8.0891,12.882256,8.89841,10.16369,9.309312,23.345037
2014-11-28,103.425003,23.311935,60.590557,15.357065,38.263035,6.297043,7.796102,17.584604,4.859148,8.120749,9.602262,18.983521,8.123074,12.693143,8.92277,10.139535,9.352257,23.264351
2014-12-01,103.023186,23.236677,60.178886,15.281038,38.29343,6.28118,7.780187,17.379309,4.769131,7.959941,9.555459,18.777302,8.100425,12.48134,8.914648,10.047753,9.336355,23.183664
2014-12-02,103.743835,23.354937,60.574093,15.335342,38.020016,6.265317,7.73246,17.44179,4.804557,7.943861,9.555459,18.886141,8.077774,12.640193,8.890296,10.10572,9.312501,23.3074
2014-12-03,104.923737,23.397928,60.812862,15.346203,38.13393,6.265317,7.740415,17.57122,4.81443,7.976022,9.563259,19.023617,8.077774,12.753659,8.890296,10.144365,9.304543,23.35041
2014-12-04,104.623962,23.41943,60.747005,15.389646,38.14151,6.273249,7.748371,17.535513,4.81559,7.967983,9.524257,19.000706,8.092873,12.693143,8.898413,10.139535,9.328399,23.36656
2014-12-05,104.126518,23.457058,60.845787,15.324152,38.042801,6.257386,7.708593,17.55337,4.824302,7.943861,9.539857,19.035076,8.070228,12.791479,8.865935,10.176794,9.29659,23.404211
2014-12-08,103.227257,23.290434,60.409435,15.2604,38.073154,6.265317,7.716549,17.397161,4.781327,7.863458,9.454053,18.920509,8.070228,12.63263,8.874054,10.102276,9.312501,23.237463
2014-12-09,103.947922,23.204426,60.401165,15.21403,38.050388,6.265317,7.748371,17.464106,4.828949,7.766973,9.383849,18.977795,8.070228,12.851997,8.882171,10.091632,9.320448,23.156769
2014-12-10,102.366295,22.871168,59.413181,15.057548,38.020016,6.273249,7.756323,17.182934,4.754612,7.686571,9.290245,18.674192,8.077774,12.572114,8.898413,9.926633,9.336355,22.82328
2014-12-11,102.72345,22.941046,59.70134,15.08073,38.010906,6.265317,7.748371,17.232025,4.790619,7.622247,9.259043,18.760117,8.062679,12.63263,8.882171,9.96389,9.328399,22.887817
2014-12-12,99.09462,22.570164,58.738026,14.976406,37.961533,6.28118,7.756323,16.97764,4.733408,7.508189,9.104633,18.513802,8.085329,12.473773,8.906531,9.862761,9.360215,22.522049
2014-12-15,97.615028,22.451908,58.367489,14.854691,37.974426,6.265317,7.73246,16.899712,4.680019,7.376898,8.944623,18.393507,8.055131,12.345179,8.882171,9.782921,9.344303,22.403708
2014-12-16,96.562744,22.339033,57.86525,14.802529,37.913677,6.273249,7.780187,16.84013,4.598722,7.286635,8.992626,18.307585,8.055131,12.33005,8.890296,9.681793,9.360215,22.290743
2014-12-17,96.894325,22.752916,59.050892,14.843101,37.827095,6.257386,7.73246,17.206814,4.71278,7.417925,9.080633,18.691381,8.047584,12.723402,8.865935,9.910665,9.336355,22.704931
2014-12-18,100.561455,23.242058,60.483521,15.045954,37.868114,6.257386,7.684726,17.518501,4.831085,7.590245,9.240644,19.046532,8.047584,12.912511,8.857816,10.144856,9.312501,23.194429
2014-12-19,101.090805,22.075649,60.753967,15.074933,37.906086,6.273249,7.724504,17.596418,4.866273,7.606656,9.264645,19.144152,8.055131,12.952964,8.865935,10.155502,9.334784,22.027172
2014-12-22,102.959412,23.548653,60.994572,15.167664,38.035194,6.273249,7.73246,17.660589,4.880227,7.696919,9.312649,19.23028,8.067222,13.015203,8.865935,10.102276,9.334784,23.497253
2014-12-23,103.469612,23.617054,61.110714,15.092321,37.974426,6.249456,7.676771,17.747683,4.85778,7.664098,9.296645,19.299185,8.044542,13.022982,8.841578,10.059695,9.294988,23.560001
2014-12-24,103.201736,23.611359,61.102421,15.109708,37.959244,6.257386,7.668815,17.770596,4.862026,7.655891,9.312649,19.310669,8.044542,13.069658,8.841578,10.075664,9.294988,23.560001
2014-12-26,103.533394,23.656967,61.30154,15.196645,38.012417,6.257386,7.676771,17.793516,4.905709,7.672303,9.331856,19.373833,8.044542,13.163015,8.841578,10.1076,9.302943,23.605642
2014-12-29,102.366295,23.668371,61.367905,15.21403,38.034481,6.273249,7.676771,17.816433,4.897821,7.721535,9.323852,19.448523,8.059665,13.209691,8.857816,10.134213,9.318863,23.617044
2014-12-30,102.072945,23.571461,61.069252,15.138686,38.042088,6.273249,7.680794,17.729345,4.863241,7.713329,9.259826,19.362341,8.067222,13.147455,8.865935,10.070342,9.326818,23.520069
2014-12-31,102.321663,23.343441,60.438709,15.109708,38.095402,6.296302,7.70492,17.596418,4.826838,7.729741,9.227813,19.218704,8.094511,13.061879,8.891154,9.974534,9.354733,23.28618
2015-01-02,103.354813,23.314941,60.430435,15.109708,38.167736,6.304253,7.753176,17.578083,4.819558,7.680508,9.179793,19.212955,8.109669,12.991866,8.899286,9.974534,9.386635,23.263365
2015-01-05,101.728539,22.898798,59.327026,14.982198,38.255333,6.312203,7.761219,17.275572,4.734621,7.573833,8.987713,18.891209,8.124829,12.805154,8.907422,9.793567,9.410562,22.84693
2015-01-06,99.53466,22.710686,58.804352,14.87208,38.300995,6.336052,7.769263,17.087639,4.680019,7.532805,8.899676,18.661388,8.139987,12.587327,8.931825,9.649857,9.44246,22.65868
2015-01-07,98.884155,22.944405,59.50124,15.016974,38.308617,6.336052,7.769263,17.26182,4.71824,7.655891,8.979712,18.856735,8.139987,12.750696,8.939964,9.782921,9.434482,22.892565
2015-01-08,101.033394,23.360538,60.571449,15.248805,38.300995,6.328102,7.761219,17.550583,4.798325,7.795386,9.123769,19.155506,8.132405,12.968526,8.931825,9.958567,9.418536,23.308996
2015-01-09,101.47345,23.166725,60.057098,15.20244,38.346699,6.344003,7.785351,17.454327,4.769203,7.762563,9.075751,19.029099,8.155145,12.851832,8.948095,9.889374,9.44246,23.115047
2015-01-12,99.770638,22.990009,59.575893,15.167664,38.422836,6.344003,7.777306,17.325987,4.743721,7.696919,9.059743,18.919937,8.162726,12.797377,8.956232,9.809534,9.450432,22.938196
2015-01-13,100.006615,22.950102,59.426579,15.28358,38.464714,6.344003,7.761219,17.321409,4.752216,7.737948,9.09976,18.891209,8.162726,12.797377,8.964369,9.830825,9.458405,22.898268
2015-01-14,99.362465,22.818998,59.086414,15.225623,38.559898,6.351952,7.809478,17.229734,4.739475,7.713329,9.051741,18.770552,8.170296,12.766258,8.972499,9.777599,9.474358,22.767065
2015-01-15,98.578018,22.704985,58.53886,15.271991,38.57513,6.375802,7.873818,17.06472,4.663031,7.737948,9.115767,18.552227,8.200622,12.51731,9.005039,9.665825,9.514237,22.652973
2015-01-16,100.217064,23.02421,59.327026,15.353132,38.422836,6.351952,7.833607,17.289316,4.7237,7.795386,9.187795,18.741827,8.170296,12.758476,8.972499,9.841472,9.466382,22.972431
2015-01-20,100.095924,23.035614,59.418274,15.271991,38.49136,6.359904,7.849689,17.26182,4.758889,7.762563,9.203803,18.730333,8.185459,12.68846,8.980638,9.862761,9.48233,22.983837
2015-01-21,96.996407,23.132521,59.70866,15.393703,38.559898,6.344003,7.817521,17.362656,4.77527,7.902061,9.291839,18.833754,8.170296,12.649564,8.964369,9.915985,9.458405,23.080814
2015-01-22,99.10099,23.440346,60.621235,15.503824,38.537056,6.344003,7.817521,17.605585,4.856565,8.025146,9.347864,19.115282,8.162726,12.906289,8.956232,10.08631,9.450432,23.383162
2015-01-23,99.40712,23.309237,60.289383,15.503824,38.628429,6.367853,7.865774,17.546,4.871127,8.033353,9.331856,19.069321,8.193042,12.890728,8.972499,10.080987,9.48233,23.257662
2015-01-26,99.71962,23.383337,60.438709,15.573375,38.681732,6.359904,7.849689,17.683512,4.891754,8.025146,9.395883,19.247433,8.185459,13.022982,8.972499,10.123567,9.474358,23.326113
2015-01-27,98.004036,23.069815,59.633968,15.573375,38.662689,6.367853,7.873818,17.623924,4.799538,7.992323,9.395883,19.121029,8.185459,12.952964,8.972499,9.990502,9.48233,23.018064
2015-01-28,96.652,22.74489,58.829212,15.538598,38.820694,6.383754,7.90599,17.454327,4.753428,7.943089,9.291839,18.908445,8.215775,12.742917,8.996905,9.804213,9.514237,22.692904
2015-01-29,99.158394,22.955809,59.401669,15.532803,38.770321,6.375802,7.897946,17.605585,4.816525,7.893855,9.347864,19.06966,8.200622,12.906289,8.988766,9.884051,9.498285,22.898268
2015-01-30,97.774452,22.590979,58.630112,15.35893,38.835968,6.414847,7.962288,17.316824,4.821379,7.746152,9.227813,18.822079,8.252292,12.641783,9.030334,9.766953,9.567821,22.538874
2015-02-02,98.635422,22.887407,59.385075,15.503824,38.820694,6.414847,7.946204,17.509336,4.844433,7.820003,9.339859,18.983295,8.24469,12.750696,9.030334,9.846793,9.559834,22.835516
2015-02-03,101.065277,23.252228,60.247921,15.579168,38.813068,6.390943,7.914034,17.816433,4.892361,7.951294,9.475916,19.299971,8.221892,12.984085,9.005883,9.979858,9.519867,23.200611
2015-02-04,100.102242,23.166725,60.01561,15.532803,38.806957,6.390943,7.930118,17.766012,4.882654,7.918471,9.427894,19.207846,8.229492,12.921847,9.005883,9.926633,9.52786,23.109333
2015-02-05,100.708153,23.371939,60.646114,15.648719,38.843578,6.390943,7.889905,17.944775,4.949997,7.975911,9.523933,19.455431,8.221892,13.108557,8.997735,10.065018,9.511876,23.320408
2015-02-06,100.650337,23.332037,60.455307,15.521211,38.580242,6.359068,7.833607,17.885183,4.916629,7.885649,9.419893,19.351795,8.183902,13.077437,8.956985,10.043728,9.455921,23.274773
2015-02-09,100.027367,23.246531,60.198116,15.469049,38.477196,6.359068,7.825563,17.761433,4.888721,7.869239,9.379876,19.248154,8.183902,12.976304,8.948832,9.979858,9.455921,23.19491
2015-02-10,101.832054,23.451746,60.845238,15.509621,38.668034,6.351099,7.793392,17.912687,4.959704,7.820003,9.41189,19.392096,8.168708,13.054099,8.948832,10.1076,9.431942,23.400276
2015-02-11,101.600822,23.446043,60.861813,15.440071,38.553551,6.343131,7.785351,17.894354,4.959704,7.778975,9.36387,19.369066,8.168708,13.038544,8.940684,10.112923,9.431942,23.388855
2015-02-12,101.806351,23.622765,61.467453,15.567577,38.606968,6.351099,7.769263,18.082281,5.000352,7.926677,9.515932,19.58786,8.168708,13.201914,8.948832,10.219375,9.439935,23.571417
2015-02-13,103.013733,23.719681,61.724644,15.72986,38.561184,6.343131,7.76121,18.164783,5.047675,8.008735,9.579959,19.73756,8.161103,13.271928,8.940684,10.256634,9.423947,23.668396
2015-02-17,103.373405,23.776672,61.832493,15.72986,38.472626,6.319224,7.712904,18.201454,5.059202,8.000528,9.595965,19.772106,8.138309,13.295269,8.924383,10.293891,9.38398,23.719734
2015-02-18,104.163353,23.75387,61.815907,15.83998,38.446671,6.335163,7.737062,18.238127,5.077403,8.008735,9.635983,19.869986,8.161103,13.326385,8.948832,10.325827,9.407963,23.702621
2015-02-19,105.255119,23.71397,61.757858,15.857366,38.599346,6.335163,7.737062,18.233536,5.093176,7.984118,9.635983,19.858475,8.153508,13.326385,8.932537,10.336472,9.399967,23.662687
2015-02-20,105.100998,23.873579,62.139454,15.921122,38.599346,6.327194,7.737062,18.325216,5.129578,8.000528,9.708012,20.03121,8.153508,13.365284,8.932537,10.416311,9.391978,23.822414
2015-02-23,104.625732,23.85078,62.122868,15.83998,38.675674,6.343131,7.753162,18.279379,5.128972,7.967706,9.675998,20.025448,8.168708,13.373062,8.948832,10.426955,9.415954,23.799593
2015-02-24,105.858833,23.976191,62.29707,15.921122,38.820694,6.367035,7.793416,18.302296,5.120478,8.041556,9.732019,20.036963,8.1991,13.396402,8.973283,10.432279,9.455921,23.919388
2015-02-25,104.561516,23.959093,62.263927,15.984875,38.855881,6.367035,7.809516,18.348133,5.152025,8.041556,9.756032,20.059996,8.206699,13.41196,8.973283,10.458891,9.463914,23.902277
2015-02-26,103.315598,23.856483,62.180927,15.932714,38.77404,6.351099,7.809516,18.311464,5.174473,8.041556,9.732019,20.054239,8.183902,13.450858,8.948832,10.432279,9.431942,23.805304
2015-02-27,104.002808,23.793772,61.998409,15.955896,38.682251,6.380647,7.849775,18.247292,5.138678,8.033353,9.732019,20.002417,8.216651,13.388619,8.981492,10.389696,9.467187,23.736847
2015-03-02,103.065117,23.924894,62.380074,15.990673,38.689899,6.35669,7.785365,18.361885,5.176899,8.000528,9.724017,20.134844,8.193807,13.489756,8.957,10.49615,9.435143,23.868042
2015-03-03,103.418343,23.839386,62.097969,16.042835,38.651676,6.35669,7.793416,18.27021,5.145351,7.975911,9.675998,20.117571,8.18619,13.41196,8.948833,10.458891,9.419122,23.782482
2015-03-04,102.384354,23.742476,61.832493,16.031246,38.674603,6.35669,7.801471,18.210625,5.146564,7.893855,9.635983,20.01969,8.18619,13.365284,8.957,10.448244,9.427137,23.685507
2015-03-05,103.514679,23.759565,61.915485,16.00806,38.720474,6.35669,7.785365,18.27021,5.172654,7.861032,9.643986,20.106054,8.193807,13.40418,8.957,10.49615,9.427137,23.702621
2015-03-06,101.793526,23.457443,61.044342,15.915324,38.617214,6.316761,7.704855,18.050196,5.121083,7.78718,9.531939,19.852715,8.148108,13.225251,8.916176,10.35776,9.371069,23.400276
2015-03-09,103.251343,23.571461,61.293221,15.857366,38.697548,6.324746,7.696806,18.118948,5.130791,7.729741,9.499924,19.944839,8.155725,13.295269,8.932504,10.421633,9.387091,23.520069
2015-03-10,101.350372,23.172428,60.256195,15.689291,38.7052,6.332731,7.704855,17.885183,5.047068,7.590245,9.307845,19.668467,8.163341,13.131896,8.940666,10.240665,9.411119,23.115047
2015-03-11,100.701729,23.143915,60.148338,15.724068,38.636337,6.332731,7.720955,17.949356,5.052529,7.606656,9.331856,19.74332,8.170956,13.209691,8.948833,10.288567,9.419122,23.086517
2015-03-12,101.459541,23.428951,60.91991,16.00806,38.666946,6.332731,7.696806,18.164783,5.111983,7.672303,9.435901,19.979387,8.170956,13.443079,8.948833,10.442923,9.419122,23.377455
2015-03-13,99.083305,23.309237,60.554859,15.88635,38.644016,6.324746,7.680701,18.073114,5.089536,7.582039,9.355865,19.881506,8.155725,13.388619,8.940666,10.426955,9.411119,23.251949
2015-03-16,100.881569,23.622765,61.367905,16.00806,38.651676,6.324746,7.680701,18.274796,5.149599,7.623068,9.459907,20.106054,8.163341,13.474196,8.948833,10.591955,9.427137,23.571417
2015-03-17,100.804459,23.554352,61.168797,16.025448,38.60577,6.324746,7.688751,18.256458,5.167799,7.672303,9.459907,20.117571,8.170956,13.497537,8.948833,10.570666,9.435143,23.497253
2015-03-18,102.634804,23.845078,61.915485,16.263077,38.715893,6.372661,7.809516,18.458134,5.203594,7.803594,9.643986,20.3594,8.216651,13.606448,8.997822,10.645183,9.491213,23.788187
2015-03-19,102.634804,23.691168,61.616802,16.193527,38.691441,6.35669,7.809516,18.39855,5.207234,7.770769,9.555948,20.261517,8.201417,13.637567,8.973329,10.650503,9.467187,23.634163
2015-03-20,104.606468,23.923063,62.164356,16.40797,38.865818,6.372661,7.825621,18.549807,5.215729,7.836416,9.732019,20.451523,8.224259,13.762041,8.989661,10.772923,9.483201,23.861605
2015-03-23,105.730385,23.854351,62.056488,16.483318,38.904068,6.380647,7.825621,18.499388,5.185393,7.885649,9.796047,20.388187,8.224259,13.746481,8.997822,10.666471,9.491213,23.798582
2015-03-24,104.683563,23.722652,61.683167,16.471724,38.988216,6.39662,7.865875,18.42605,5.177507,7.902061,9.796047,20.296062,8.247107,13.738702,9.005985,10.613244,9.515238,23.666817
2015-03-25,102.243057,23.396284,60.787174,16.373194,38.919376,6.380647,7.857824,18.196871,5.057382,7.811799,9.724017,19.973627,8.231877,13.41196,8.997822,10.405664,9.491213,23.340258
2015-03-26,103.135796,23.298939,60.646114,16.286259,38.751064,6.35669,7.817572,18.178535,5.039787,7.754358,9.643986,19.904535,8.201417,13.396402,8.973329,10.389696,9.459173,23.242868
2015-03-27,103.013733,23.333292,60.795437,16.303646,38.850761,6.372661,7.817572,18.219788,5.064661,7.737948,9.643986,20.002417,8.224259,13.489756,8.989661,10.442923,9.483201,23.277235
2015-03-30,104.471581,23.608141,61.550411,16.384789,38.820091,6.372661,7.793416,18.430635,5.117445,7.861032,9.684001,20.232723,8.216651,13.684246,8.989661,10.565344,9.475192,23.552233
2015-03-31,103.077957,23.396284,61.011162,16.32683,38.896774,6.395072,7.817572,18.371052,5.059808,7.877444,9.587962,20.157877,8.250993,13.629788,9.02402,10.453566,9.511312,23.340258
2015-04-01,102.230209,23.316111,60.774502,16.402176,38.996441,6.419083,7.873926,18.306875,5.033113,7.967706,9.635983,20.111816,8.273893,13.622006,9.04038,10.405664,9.543417,23.260056
2015-04-02,103.045883,23.419188,60.991173,16.541277,39.004108,6.403074,7.849775,18.42605,5.041607,8.082584,9.732019,20.180906,8.266257,13.660907,9.032202,10.410988,9.527365,23.363173
2015-04-06,104.067024,23.579508,61.399498,16.790497,39.05011,6.411081,7.873926,18.558971,5.081042,8.16464,9.82806,20.284546,8.266257,13.715364,9.04038,10.458891,9.527365,23.517857
2015-04-07,104.086273,23.56806,61.274487,16.720949,39.10379,6.419083,7.89003,18.471886,5.084076,8.156435,9.844067,20.198181,8.281524,13.637567,9.04038,10.426955,9.535387,23.512131
2015-04-08,103.944977,23.56806,61.457832,16.912207,39.157459,6.419083,7.873926,18.554396,5.135645,8.312345,9.892088,20.296062,8.281524,13.738702,9.04038,10.480182,9.535387,23.512131
2015-04-09,104.259674,23.642498,61.732815,16.993349,39.011795,6.403074,7.841723,18.586473,5.161732,8.37799,9.924101,20.32485,8.266257,13.699803,9.02402,10.501472,9.511312,23.586605
2015-04-10,104.593636,23.739838,62.059853,17.022331,39.080788,6.403074,7.833673,18.655235,5.183573,8.410812,9.948111,20.365154,8.266257,13.762041,9.02402,10.528085,9.511312,23.684011
2015-04-13,104.285347,23.613867,61.775482,17.045515,39.073124,6.411081,7.841723,18.591063,5.187819,8.451839,9.932101,20.267275,8.273893,13.769819,9.032202,10.49615,9.519336,23.557964
2015-04-14,104.233994,23.682579,61.875843,17.05131,39.114513,6.419083,7.857824,18.646063,5.182359,8.419019,9.97212,20.301817,8.281524,13.769819,9.04038,10.490824,9.535387,23.626719
2015-04-15,105.409264,23.80282,62.193676,17.01074,39.195786,6.419083,7.881977,18.765236,5.224221,8.451839,10.028143,20.42849,8.289158,13.878735,9.048563,10.533406,9.535387,23.747025
2015-04-16,104.767036,23.79137,62.151875,17.138243,39.149799,6.419083,7.89003,18.710232,5.234536,8.550309,10.084167,20.370914,8.289158,13.855393,9.048563,10.522762,9.535387,23.729839
2015-04-17,103.187119,23.522253,61.449295,16.912207,39.249447,6.427087,7.938336,18.485638,5.142318,8.410812,9.956114,20.117571,8.296789,13.622006,9.048563,10.389696,9.543417,23.460566
2015-04-20,106.712982,23.734119,62.018036,16.819477,39.080788,6.411081,7.922235,18.618563,5.19692,8.353373,9.956114,20.261517,8.281524,13.769819,9.04038,10.464213,9.527365,23.67255
2015-04-21,105.49276,23.694031,61.926033,17.028126,39.126789,6.411081,7.898078,18.613979,5.209661,8.427224,10.028143,20.27879,8.281524,13.762041,9.04038,10.506793,9.519336,23.638172
2015-04-22,106.199234,23.762743,62.243835,17.109266,39.05011,6.38707,7.857824,18.646063,5.223614,8.484663,10.04415,20.319092,8.250993,13.7776,9.015836,10.544051,9.487234,23.701187
2015-04-23,109.333282,23.80282,62.394417,17.109266,39.073124,6.395072,7.881977,18.728569,5.249703,8.550309,10.108177,20.393944,8.266257,13.839837,9.032202,10.554697,9.503284,23.741291
2015-04-24,109.037865,23.888712,62.536579,17.207796,39.18047,6.411081,7.906133,18.705654,5.315832,8.599543,10.164199,20.342127,8.281524,13.800938,9.04038,10.549375,9.519336,23.832964
2015-04-27,109.647987,23.80282,62.277302,17.265753,39.214966,6.411081,7.91418,18.600225,5.275183,8.640571,10.228226,20.238485,8.273893,13.637567,9.04038,10.442923,9.511312,23.747025
2015-04-28,111.696678,23.917337,62.452942,17.28314,39.08197,6.38707,7.865875,18.636896,5.232108,8.648777,10.220224,20.255758,8.250993,13.707582,9.02402,10.395021,9.487234,23.855883
2015-04-29,112.004951,23.7971,62.227131,17.115061,38.99741,6.371061,7.849775,18.56814,5.204201,8.574925,10.140189,20.175148,8.22809,13.575332,9.00766,10.331148,9.463155,23.735563
2015-04-30,110.007637,23.608141,61.599846,16.889023,38.931286,6.384697,7.865875,18.384798,5.099243,8.492869,10.060157,19.939081,8.247215,13.279706,9.024052,10.182115,9.482456,23.546509
2015-05-01,111.536125,23.768467,62.26894,16.9238,38.882103,6.368655,7.825621,18.481054,5.141105,8.484663,10.084167,20.094543,8.22427,13.373062,9.00766,10.288567,9.450286,23.71265
2015-05-04,111.728813,23.825733,62.452942,16.918005,38.859039,6.360632,7.793416,18.558971,5.152025,8.517484,10.100173,20.169394,8.20897,13.427519,8.999457,10.31518,9.434203,23.769945
2015-05-05,111.157234,23.585236,61.716923,16.767313,38.866734,6.352611,7.793416,18.403135,5.065268,8.476457,9.99613,19.904535,8.201321,13.233031,8.991264,10.171472,9.426152,23.52359
2015-05-06,110.037758,23.464994,61.466015,16.703558,38.782177,6.33657,7.74511,18.375635,5.081042,8.419019,10.012137,19.875748,8.17837,13.279706,8.97487,10.139535,9.393985,23.403286
2015-05-07,110.646011,23.516525,61.716923,16.535479,38.862896,6.344591,7.76121,18.39855,5.132004,8.312345,9.956114,19.944839,8.193669,13.341944,8.983068,10.198082,9.418113,23.460566
2015-05-08,111.739616,23.854351,62.544975,16.744131,38.970509,6.360632,7.785365,18.581894,5.196313,8.460047,10.132186,20.1003,8.21662,13.443079,9.00766,10.379052,9.434203,23.792858
2015-05-11,110.730141,23.745565,62.243835,16.651396,38.751446,6.328547,7.720955,18.563555,5.194494,8.419019,10.076163,20.025448,8.170715,13.458636,8.97487,10.373728,9.377898,23.684011
2015-05-12,110.36132,23.688299,62.068199,16.662989,38.752964,6.320528,7.729008,18.540644,5.161126,8.369783,10.052154,19.973627,8.170715,13.427519,8.97487,10.347117,9.385946,23.626719
2015-05-13,111.480789,23.659672,62.059853,16.767313,38.714539,6.320528,7.720955,18.554396,5.158092,8.410812,10.124183,19.985144,8.170715,13.419741,8.97487,10.395021,9.377898,23.603796
2015-05-14,112.626122,23.877258,62.728958,16.796291,38.820606,6.328547,7.729008,18.714819,5.224221,8.451839,10.204216,20.209698,8.186012,13.559772,8.991264,10.554697,9.393985,23.821507
